seg_id	poem_id	text	sub_title	title	poetry_book	poet	annotator_01	annotator_02	annotator_03	annotator_04	annotator_05
270	222	아득한 명상(冥想)의 작은 배는 가이없이 출렁거리는 달빛의 물결에표류(漂流)되어 멀고 먼 별나라를 넘고 또 넘어서 이름도 모르는 나라에 이르렀습니다 이 나라에는 어린 아기의 미소(微笑)와 봄 아침과 바다 소리가 합(合)하여 사람이 되었습니다 이 나라 사람은 옥새(玉璽)의 귀한 줄도 모르고 황금(黃金)을 밟고 다니는 미인(美人)의 청춘(靑春)을 사랑할 줄도 모릅니다 이 나라 사람은 웃음을 좋아하고 푸른 하늘을 좋아합니다  명상(冥想)의 배를 이 나라의 궁전(宮殿)에 매었더니 이 나라 사람들은 나의 손을 잡고 같이 살자고 합니다 그러나 나는 님이 오시면 그의 가슴에 천국(天國)을 꾸미려고 돌아왔습니다 달빛의 물결은 흰 구슬을 머리에 이고 춤추는 어린 풀의 장단을 맞추어 우쭐거립니다		명상	님의 침묵	한용운	아껴주는, 기대감, 비장함, 신기함/관심, 편안/쾌적, 즐거움/신남	불안/걱정, 감동/감탄, 놀람, 불평/불만, 아껴주는, 기쁨, 신기함/관심, 비장함, 편안/쾌적	감동/감탄, 기대감, 슬픔, 기쁨, 흐뭇함(귀여움/예쁨)	감동/감탄, 슬픔, 안타까움/실망, 힘듦/지침, 화남/분노, 한심함	비장함, 당황/난처, 아껴주는
271	223	님이여, 나의 마음을 가져가려거든 마음을 가진 나한지 가져가세요  그리하여 나로 하여금 님에게서  하나가 되게 하셔요  그렇지 아니하거든 나에게 고통만을 주지 마시고 님의 마음을 다 주셔요 그리고 마음을 가진 님한지 나에게 주셔요. 그래서 님으로 하여금 나에게서 하나가 되게 하셔요  그렇지 아니하거든 나의 마음을  돌려보내 주셔요. 그리고 나에게 고통을 주셔요  그러면 나는 나의 마음을 가지고  님이 주시는 고통을 사랑하겠습니다.		하나가 되어주셔요	님의 침묵	한용운	아껴주는, 환영/호의, 비장함	아껴주는, 환영/호의, 비장함, 기쁨, 기대감, 서러움, 슬픔	슬픔, 비장함, 안타까움/실망	불안/걱정, 슬픔, 절망, 힘듦/지침	불평/불만, 의심/불신, 비장함
272	224	그는 간다.. 그가 가고 싶어서 가는 것도 아니요, 내가 보내고 싶어서 보내는 것도 아니지만, 그는 간다...  그의 붉은 입술, 흰 이. 가는 눈썹이 어여븐 줄만 알았더니 구름 같은 뒷머리, 실버들 같은 허리. 구슬 같은 발꿈치가 보다도 아름답습니다.  걸음이 걸음보다 멀어지더니, 보이려다 말고, 말려다 보인다. 사람이 멀어질수록 마음은 가까워지고, 마음이 가까워 질수록 사랑은 멀어진다.  보이는 듯한 것이 그의 흔드는 수건인가 하였더니, 갈매기보다도 적은 쪼각 구름이 난다...		그를 보내며	님의 침묵	한용운	슬픔, 아껴주는, 깨달음, 안타까움/실망, 기대감	슬픔, 아껴주는, 깨달음, 안타까움/실망, 부담/안_내킴, 서러움, 흐뭇함(귀여움/예쁨)	깨달음, 당황/난처, 불쌍함/연민, 안타까움/실망, 힘듦/지침	불쌍함/연민, 슬픔	신기함/관심, 아껴주는, 놀람, 당황/난처
273	225	당신의 얼굴은 달도 아니건만  산 넘고 물 넘어 나의 마음을 비춥니다  나의 손길은 왜 그리 짧아서 눈앞에 보이는 당신의 가슴을 못 만지나요.  당신이 오기로 못 올 것이 무엇이며 내가 가기로 못 갈 것 없지마는  산에는 사다리가 없고 물에는 배가 없어요  뉘라서 사다리를 떼고 배를 깨뜨렸습니까  나는 보석으로 사다리 놓고 진주로 배 모아요  오시려도 길이 막혀서 못오시는 당신이 기루어요		길이 막혀	님의 침묵	한용운	안타까움/실망, 슬픔, 의심/불신, 불평/불만, 불안/걱정, 서러움	감동/감탄, 신기함/관심, 아껴주는, 서러움, 슬픔, 안타까움/실망, 당황/난처, 불평/불만	깨달음, 당황/난처, 부담/안_내킴, 불안/걱정, 불평/불만, 안타까움/실망, 서러움, 슬픔	감동/감탄, 아껴주는, 슬픔, 안타까움/실망	불안/걱정, 비장함
274	226	만이천봉(萬二千峰) - 무양(無恙)하냐 금강산(金剛山)아 너는 너의 님이 어디서 무엇을 하는지 아느냐 너의 님은 너 때문에 가슴에서 타오르는 불꽃에 온갖 종교(宗敎), 철학(哲學), 명예(名譽), 재산(財産) 그 외에도 있으면 있는 대로 태워버리는 줄을 너는 모르리라  너는 꽃에 붉은 것이 너냐 너는 잎에 푸른 것이 너냐 너는 단풍(丹楓)에 취(醉)한 것이 너냐 너는 백설(白雪)에 깨인 것이 너냐  나는 너의 침묵(沈黙)을 잘 안다		금강산	님의 침묵	한용운	감동/감탄, 신기함/관심, 기대감, 환영/호의, 흐뭇함(귀여움/예쁨), 깨달음, 서러움, 슬픔	서러움, 슬픔, 아껴주는, 불쌍함/연민, 불평/불만, 깨달음, 비장함	감동/감탄, 깨달음, 비장함	불쌍함/연민, 신기함/관심, 슬픔	의심/불신, 우쭐댐/무시함
275	226	너는 철모르는 아해들에게 종작없는 찬미(讚美)를 받으면서 시쁜 웃음을 참고 고요히 있는 줄을 나는 잘 안다  그러나 너는 천당(天堂)이나 지옥(地獄)이나 하나만 가지고 있으려므나 꿈 없는 잠처럼 깨끗하고 단순(單純)하란 말이다 나도 짧은 갈고리로 강(江) 건너의 꽃을 꺾는다고 큰말하는 미친 사람은 아니다 그래서 침착(沈着)하고 단순(單純)하려고 한다 나는 너의 입김에 불려오는 조각 구름에 키스한다  만이천봉(萬二千峰) - 무양(無恙)하냐 금강산(金剛山)아 너는 너의 님이 어디서 무엇을 하는지 모르지		금강산	님의 침묵	한용운	신기함/관심, 아껴주는, 환영/호의, 기대감, 슬픔, 서러움	불쌍함/연민, 비장함, 서러움, 슬픔, 아껴주는, 불평/불만	깨달음, 감동/감탄, 불쌍함/연민, 슬픔, 서러움	아껴주는, 안타까움/실망, 슬픔	불평/불만, 의심/불신, 안타까움/실망, 어이없음
276	227	당신은 두견화를 심으실 때에 「꽃이 피거든 꽃싸움하자」고 나에게 말하였습니다  꽃은 피어서 시들어가는데 당신은 옛 맹세를 잊으시고 아니 오십니까  나는 한 손에 붉은 꽃수염을 가지고 한 손에 흰 꽃수염을 가지고 꽃싸움을 하여서 이기는 것을 당신이라 하고 지는 것은 내가 됩니다 그러나 정말로 당신을 만나서 꽃싸움을 하게 되면 나는 붉은 꽃수염을 가지고 당신은 흰 꽃수염을 가지게 합니다 그러면 당신은 나에게 번번히 지십니다 그것은 내가 이기기를 좋아하는 것이 아니라 당신이 나에게 지기를 기뻐하는 까닭입니다 번번히 이긴 나는 당신에게 우승의 상을 달라고 조르겠습니다  그러면 당신은 빙긋이 웃으며 나의 뺨에 입맞추겠습니다 꽃은 피어서 시들어 가는데 당신은 옛 맹세를 잊으시고 아니 오십니까		꽃싸움	님의 침묵	한용운	기대감, 안타까움/실망, 아껴주는, 환영/호의, 서러움, 슬픔	기대감, 안타까움/실망, 아껴주는, 서러움, 슬픔, 즐거움/신남, 기쁨, 불평/불만	당황/난처, 힘듦/지침, 불쌍함/연민, 슬픔, 안타까움/실망	아껴주는, 안심/신뢰, 안타까움/실망, 기대감, 슬픔	아껴주는, 기대감, 불안/걱정, 불평/불만, 안타까움/실망, 서러움
277	228	독자(讀者)여 나는 시인(詩人)으로 여러분의 앞에 보이는 것을 부끄러워 합니다 여러분이 나의 시(詩)를 읽을 때에 나를 슬퍼하고 스스로 슬퍼할 줄을 압니다 나는 나의 시(詩)를 독자(讀者)의 자손(子孫)에게까지 읽히고 싶은 마음은 없습니다 그때에는 나의 시(詩)를 읽는 것이 늦은 봄의 꽃수풀에 앉아서 마른 국화(菊花)를 비벼서 코에 대는 것과 같을는지 모르겠습니다  밤은 얼마나 되었는지 모르겠습니다 설악산(雪嶽山)의 무거운 그림자는 엷어갑니다 새벽종을 기다리면서 붓을 던집니다		독자에게	님의 침묵	한용운	부끄러움, 슬픔, 죄책감, 서러움	부끄러움, 슬픔, 서러움, 당황/난처, 안타까움/실망, 비장함, 기대감	부끄러움, 불안/걱정, 당황/난처, 비장함, 슬픔, 안타까움/실망, 지긋지긋, 패배/자기혐오, 힘듦/지침	부끄러움, 불안/걱정, 슬픔	죄책감, 의심/불신, 깨달음
278	229	네 네 가요 지금 곧 가요 에그 등불을 켜려다가 초를 거꾸로 꽂았습니다 그려 저를 어쩌나 저 사람들이 흉보겠네 님이여 나는 이렇게 바쁩니다 님은 나를 게으르다고 꾸짖습니다 에그 저 것 좀 보아 「바쁜 것이 게으른 것이다」하시네 내가 님의 꾸지람을 듣기로 무엇이 싫겠습니까 다만 님의 거문고줄이 완급(緩急)을 잃을까 저허합니다  님이여 하늘도 없는 바다를 거쳐서 느름나무 그늘을 지워버리는 것은 달빛이 아니라 새는 빛입니다 홰를 탄 닭은 날개를 움직입니다 마구에 매인 말은 굽을 칩니다 네 네 가요 이제 곧 가요		사랑의 끝판	님의 침묵	한용운	기대감, 깨달음, 비장함, 환영/호의	당황/난처, 짜증, 서러움, 귀찮음, 슬픔, 불안/걱정, 비장함, 깨달음, 힘듦/지침	부담/안_내킴, 불안/걱정, 슬픔, 비장함	슬픔, 힘듦/지침, 부끄러움, 패배/자기혐오	부끄러움, 깨달음, 신기함/관심, 감동/감탄, 기대감
279	230	내가 당신을 사랑하는 것은 까닭이 없는 것이 아닙니다 다른 사람들은 나의 홍안(紅顔)만을 사랑하지마는 당신은 나의 백발(白髮)도 사랑하는 까닭입니다  내가 당신을 그리워하는 것은 까닭이 없는 것이 아닙니다 다른 사람들은 나의 미소(微笑)만을 사랑하지마는 당신은 나의 눈물도 사랑하는 까닭입니다  내가 당신을 기다리는 것은 까닭이 없는 것이 아닙니다 다른 사람들은 나의 건강(健康)만을 사랑하지마는 당신은 나의 죽음도 사랑하는 까닭입니다		사랑하는 까닭	님의 침묵	한용운	비장함, 아껴주는, 환영/호의	비장함, 아껴주는, 환영/호의, 고마움, 슬픔, 감동/감탄	감동/감탄, 기쁨, 기대감, 아껴주는, 행복, 흐뭇함(귀여움/예쁨)	슬픔, 아껴주는, 비장함	고마움, 기쁨, 기대감, 행복, 환영/호의
280	231	가을 하늘이 높다기로 정(情) 의 하늘에 따를소냐 봄바다가 깊다기로 한(恨) 바다만 못하리라  높고 높은 장(情) 하늘이 싫은 것은 아니지만 손이 낮아서 오르지 못하고 깊고 깊은 한(恨) 바다가 병될 것은 없지마는 다리가 짧아서 건너지 못한다  손이 자라서 오를 수만 있으면 정(情) 하늘은 높을수록 아름답고 다리가 기러서 건널 수만 있으면 한(恨) 바다는 깊을수록 묘하니라  만일 장(情) 하늘이 무너지고 한(恨) 바다가 마른다면 차라리 장(情) 천에 떨어지고 한(恨) 해에 빠지리라 아아 장(情) 하늘이 높은 줄만 알았더니 님의 이마보다는 낮다 아아 한(恨) 바다가 깊은 줄만 알았더니 님의 무릎보다는 옅다  손이야 낮든지 다리야 짧든지 정(情) 하늘에 오르고 한(恨) 바다를 건너려면 님에게만 안기리라		정천한해	님의 침묵	한용운	안타까움/실망, 아껴주는, 슬픔, 서러움, 비장함, 기대감, 존경	안타까움/실망, 당황/난처, 불평/불만, 감동/감탄, 불안/걱정, 서러움, 슬픔, 아껴주는, 비장함	감동/감탄, 깨달음, 비장함, 슬픔, 안타까움/실망	감동/감탄, 안타까움/실망	깨달음, 아껴주는, 기대감
281	232	아아 사람은 약한 것이다 여린 것이다 간사한 것이다 이 세상에는 진정한 사랑의 이별은 있을 수가 없는 것이다 죽음으로 사랑을 바꾸는 님과 님에게야 무슨 이별이 있으랴 이별의 눈물은 물거품의 꽃이요 도금한 금(金)방울이다  칼로 베힌 이별의 키스가 어디 있느냐 생명의 꽃으로 빚은 이별의 두견주가 어디 있느냐 피의 홍보석으로 만든 이별의 기념반지가 어디 있느냐 이별의 눈물은 저주의 마니주요 거짓의 수정이다  사랑의 이별은 이별의 반면에 반드시 이별하는 사랑보다 더 큰 사랑이 있는 것이다 혹은 직접의 사랑은 아닐지라도 간접의 사랑이라도 있는 것이다 다시 말하면 이별하는 애인보다 자기를 더 사랑하는 것이다 만일 애인을 자기의 생명보다 더 사랑하면 무궁을 회전하는 시간의 수레바퀴에 이끼가 끼도록 사랑의 이별은 없는 것이다		이별	님의 침묵	한용운	안타까움/실망, 서러움, 깨달음, 의심/불신	안타까움/실망, 서러움, 깨달음, 의심/불신, 지긋지긋, 한심함, 슬픔, 아껴주는, 비장함	감동/감탄, 깨달음, 비장함, 아껴주는, 안심/신뢰	안타까움/실망, 의심/불신, 절망, 슬픔	깨달음, 서러움, 당황/난처, 안타까움/실망
282	232	아니다 아니다 아니다 ｢참｣보다도 참인 님의 사랑엔 죽음보다도 이별이 훨씬 위대하다 죽음이 한 방울의 찬 이슬이라면 이별은 일천 줄기의 꽃비다 죽음이 밝은 별이라면 이별은 거룩한 태양이다 생명보다 사랑하는 애인을 사랑하기 위해서는 죽을 수가 없는 것이다 진정한 사랑을 위해서는 괴롭게 사는 것이 죽음보다도 더 큰 희생이다 이별은 사랑을 위하여 죽지 못하는 가장 큰 고통이요 보은이다 애인은 이별보다 애인의 죽음을 더 슬퍼하는 까닭이다 사랑은 붉은 촛불이나 푸른 술에만 있는 것이 아니라 먼 마음을 서로 비치는 무형에도 있는 까닭이다 그러므로 사랑하는 애인을 죽음에서 잊지 못하고 이별에서 생각하는 것이다 그러므로 사랑하는 애인을 죽음에서 웃지 못하고 이별에서 우는 것이다 그러므로 애인을 위하여는 이별의 원한을 죽음의 유쾌로 갚지 못하고 슬픔의 고통으로 참는 것이다 그러므로 사랑은 차마 죽지 못하고 차마 이별하는 사랑보다 더 큰 사랑은 없는 것이다		이별	님의 침묵	한용운	비장함, 깨달음, 환영/호의	비장함, 아껴주는, 존경, 깨달음, 서러움, 슬픔, 불쌍함/연민, 감동/감탄	감동/감탄, 비장함, 안타까움/실망, 아껴주는, 존경	비장함, 깨달음, 슬픔	깨달음, 슬픔, 절망, 불쌍함/연민, 안타까움/실망
283	232	그리고 진정한 사랑은 곳이 없다 진정한 사랑은 애인의 포옹만 사랑할 뿐 아니라 애인의 이별도 사랑하는 것이다  그리고 진정한 사랑은 때가 없다 진정한 사랑은 간단이 없어서 이별은 애인의 육(肉)뿐이요 사랑은 무궁이다  아아 진정한 애인을 사랑함에는 죽음은 칼을 주는 것이요 이별은 꽃을 주는 것이다 아아 이별의 눈물은 진(眞)이요 선(善)이요 미(美)다 아아 이별의 눈물은 석가요 모세요 잔다르크다		이별	님의 침묵	한용운	깨달음, 환영/호의, 비장함, 감동/감탄, 슬픔, 기쁨	깨달음, 환영/호의, 비장함, 감동/감탄, 슬픔, 기쁨, 존경	감동/감탄, 기대감, 깨달음, 비장함, 안심/신뢰	비장함, 슬픔, 감동/감탄, 깨달음	깨달음, 절망, 안타까움/실망, 패배/자기혐오
284	233	즐겁고 아름다운 일은 양(量)이 많을수록 좋은 것입니다 그런데 당신의 사랑은 양(量)이 적을수록 좋은가봐요 당신의 사랑은 당신과 나와 두 사람의 사이에 있는 것입니다 사랑의 양(量)을 알려면 당신과 나의 거리(距離)를 측량(測量)할 수밖에 없습니다 그래서 당신과 나의 거리가 멀면 사랑의 양(量)이 많고 거리가 가까우면 사랑의 양(量)이 적을 것입니다 그런데 작은 사랑은 나를 웃기더니 많은 사랑은 나를 울립니다  뉘라서 사람이 멀어지면 사랑도 멀어진다고 하여요 당신이 가신 뒤로 사랑이 멀어졌으면 날마다날마다 나를 울리는 것은 사랑이 아니고 무엇이어요		사랑의 측량	님의 침묵	한용운	깨달음, 비장함, 아껴주는	기쁨, 신기함/관심, 놀람, 감동/감탄, 불평/불만, 아껴주는	깨달음, 비장함, 슬픔, 안타까움/실망	불안/걱정, 슬픔, 안타까움/실망	불평/불만, 당황/난처, 의심/불신, 안타까움/실망, 어이없음
285	234	의심하지 마셔요 당신과 떨어져 있는 나에게 조금도 의심을 두지 마셔요 의심을 둔대야 나에게는 별로 관계가 없으나 부질없이 당신에게 고통(苦痛)의 숫자(數)만 더할 뿐입니다  나는 당신의 첫 사랑의 팔에 안길 때에 온갖 거짓의 옷을 다 벗고 세상에 나온 그대로의 발가벗은 몸을 당신의 앞에 놓았습니다 지금까지도 당신의 앞에는 그때에 놓아둔 몸을 그대로 받들고 있습니다  만일 인위(人爲)가 있다면 「어찌하여야 처음 마음을 변치 않고 끝끝내 거짓 없는 몸을 님에게 바칠고」하는 마음뿐입니다 당신의 명령(命令)이라면 생명의 옷까지도 벗겠습니다 나에게 죄가 있다면 당신을 그리워하는 나의 「슬픔」입니다 당신이 가실 때에 나의 입술에 수없이 입맞추고 ｢부디 나에게 대하여 슬퍼하지 말고 잘 있으라｣고 한 당신의 간절한 부탁에 위반(違反)되는 까닭입니다		의심하지 마셔요	님의 침묵	한용운	비장함, 아껴주는, 환영/호의, 깨달음	서러움, 불평/불만, 불쌍함/연민, 슬픔, 안심/신뢰, 비장함, 존경, 죄책감, 아껴주는, 깨달음	감동/감탄, 불쌍함/연민, 비장함, 슬픔, 서러움, 안타까움/실망	슬픔, 비장함, 아껴주는	비장함, 슬픔, 아껴주는, 불평/불만, 서러움
286	234	그러나 그것만은 용서하여 주셔요 당신을 그리워하는 슬픔은 곧 나의 생명(生命)인 까닭입니다 만일 용서하지 아니하면 후일(後日)에 그에 대한 벌(罰)을 풍우(風雨)의 봄새벽의 낙화(落花)의 숫자만치라도 받겠습니다 당신의 사랑의 동아줄에 휘감기는 체형(軆刑)도 사양치 않겠습니다 당신의 사랑의 혹법(酷法) 아래에 일만 가지로 복종(服從)하는 자유형(自由刑)도 받겠습니다  그러나 당신이 나에게 의심을 두시면 당신의 의심의 허물과 나의 슬픔의 죄를 맞비기고 말겠습니다 당신에게 떨어져 있는 나에게 의심을 두지 마셔요 부질없이 당신에게 고통(苦痛)의 숫자(數)를 더하지 마셔요		의심하지 마셔요	님의 침묵	한용운	아껴주는, 비장함, 슬픔, 서러움, 불안/걱정	당황/난처, 서러움, 불쌍함/연민, 불안/걱정, 비장함, 존경, 뿌듯함, 슬픔, 아껴주는, 죄책감	감동/감탄, 불쌍함/연민, 불안/걱정, 당황/난처, 비장함, 슬픔, 안타까움/실망	비장함, 슬픔, 안타까움/실망, 힘듦/지침	비장함, 깨달음, 불평/불만, 불안/걱정, 아껴주는, 안타까움/실망
287	235	닻과 키를 잃고 거친 바다에 표류(漂流)된 작은 생명(生命)의 배는 아직 발견(發見)도 아니된 황금(黃金)의 나라를 꿈꾸는 한 줄기 희망(希望)이 나침반(羅針盤)이 되고 항로(航路)가 되고 순풍(順風)이 되어서 물결의 한 끝은 하늘을 치고 다른 물결의 한 끝은 땅을 치는 무서운 바다에 배질합니다  님이여 님에게 바치는 이 작은생명(生命)을 힘껏 껴안아 주셔요 이 작은 생명(生命)이 님의 품에서 으스러진다 하여도 환희(歡喜)의 영지(靈地)에서 순정(殉情)한 생명(生命)의 파편(破片)은 최고(最貴)한 보석(寶石)이 되어서 조각조각이 적당히 이어져서 님의 가슴에 사랑의 휘장(徽章)을 걸겠습니다  님이여 끝없는 사막(沙漠)의 한 가지의 깃들일 나무도 없는 작은 새인 나의 생명(生命)을 님의 가슴에 으스러지도록 껴안아 주셔요 그리고 부서진 생명(生命)의 조각조각에 입맞추어 주셔요		생명	님의 침묵	한용운	환영/호의, 비장함, 불쌍함/연민, 아껴주는, 감동/감탄	불안/걱정, 기대감, 공포/무서움, 아껴주는, 비장함, 서러움, 슬픔, 불쌍함/연민	감동/감탄, 기대감, 불쌍함/연민, 비장함, 서러움, 슬픔	깨달음, 기대감, 아껴주는, 슬픔, 힘듦/지침	기대감, 고마움, 환영/호의
288	236	옛집을 떠나서 다른 시골에 봄을 만났습니다  꿈은 이따금 봄바람을 따라서 아득한 옛터에 이릅니다 지팽이는 푸르고 푸른 풀빛에 묻혀서 그림자와 서로 따릅니다  길가에서 이름도 모르는 꽃을 보고서 행혀 근심을 잊을까 하고 앉았습니다  꽃송이에는 아침 이슬이 아직 마르지 아니한가 하였더니 아아 나의 눈물이 떨어진 줄이야 꽃이 먼저 알았습니다		꽃이 먼저 알아	님의 침묵	한용운	기대감, 불안/걱정, 슬픔, 고마움, 환영/호의, 서러움	기대감, 불안/걱정, 슬픔, 서러움, 놀람, 아껴주는, 신기함/관심	불쌍함/연민, 서러움, 슬픔, 안타까움/실망	기대감, 기쁨, 슬픔, 불쌍함/연민, 힘듦/지침	깨달음, 슬픔, 놀람
289	237	밤 근심이 하 길기에 꿈도 길 줄 알았더니 님을 보러 가는 길에 반도 못 가서 깨었고나.  새벽 꿈이 하 짧기에  근심도 짧을 줄 알았더니 근심에서 근심으로 끝간 데를 모르겄다.  만일 님에게도 꿈과 근심이 있거든 차라리 근심이 꿈 되고 꿈이 근심 되어라.		꿈과 근심	님의 침묵	한용운	불안/걱정, 의심/불신, 기대감, 환영/호의, 비장함	불안/걱정, 서러움, 슬픔, 당황/난처, 안타까움/실망, 아껴주는	당황/난처, 부담/안_내킴, 불쌍함/연민, 불안/걱정, 안타까움/실망, 슬픔	슬픔, 절망, 불안/걱정	당황/난처, 신기함/관심, 아껴주는
290	238	임이면은 나를 사랑하련마는 밤마다 문밖에 와서 발자취소리만 내이고 한번도 들어오지 아니하고 도로 가니 그것이 사랑인가요 그러나 나는 발자취나마 님의 문밖에 가본 적이 없습니다 아마 사랑은 임에게만 있나봐요  아아 발자취소리나 아니더면 꿈이나 아니깨었으련마는  꿈은 임을 찾아가려고 구름을 탔었어요		꿈 깨고서	님의 침묵	한용운	기대감, 안타까움/실망, 의심/불신	서러움, 슬픔, 불평/불만, 안타까움/실망, 아껴주는	기대감, 비장함, 슬픔, 안타까움/실망	안타까움/실망, 불안/걱정, 불평/불만	불평/불만, 깨달음, 신기함/관심, 어이없음, 안타까움/실망
291	239	당신이 맑은 새벽에 나무그늘 사이에서 산보할 때에 나의 꿈은 작은 별이 되어서 당신의 머리 위를 지키고 있겠습니다.  당신이 여름날에 더위를 못 이기어 낮잠을 자거든 나의 꿈은 맑은 바람이 되어서 당신의 주위에 떠돌겠습니다.  당신이 고요한 가을밤에 그윽히 앉아서 글을 볼 때에 나의 꿈은 귀뚜라미가 되어서 당신의 책상 밑에서 "귀똘귀똘" 울겠습니다.		나의 꿈	님의 침묵	한용운	아껴주는, 신기함/관심, 환영/호의, 비장함, 편안/쾌적, 흐뭇함(귀여움/예쁨)	비장함, 아껴주는, 불쌍함/연민, 편안/쾌적, 환영/호의	감동/감탄, 기대감, 뿌듯함, 아껴주는, 존경	아껴주는, 기대감	비장함, 아껴주는, 기쁨, 뿌듯함, 안심/신뢰
292	240	님의 사랑은 강철(鋼鐵)을 녹이는 불보다도 뜨거운데 님의 손길은 너무 차서 한도(限度)가 없습니다 나는 이 세상에서 서늘한 것도 보고 찬 것도 보았습니다 그러나 님의 손길같이 찬 것은 볼 수가 없습니다  국화 핀 서리 아침에 떨어진 잎새를 울리고 오는 가을 바람도 님의 손길보다는 차지 못합니다 달이 적고 별에 뿔나는 겨울밤에 얼음 위에 쌓인 눈도 님의 손길보다는 차지 못합니다 감로(甘露)와 같이 청량(淸凉)한 선사(禪師)의 설법(說法)도 님의 손길보다는 차지 못합니다  나의 작은 가슴에 타오르는 불꽃은 님의 손길이 아니고는 끄는 수가 없습니다 님의 손길의 온도(溫度)를 측량(測量)할 만한 한난계(寒暖計)는 나의 가슴밖에는 아무데도 없습니다 님의 사랑은 불보다도 뜨거워서 근심산을 태우고 한(恨) 바다를 말리는데 님의 손길은 너무도 차서 한도(限度)가 없습니다		님의 손길	님의 침묵	한용운	아껴주는, 불쌍함/연민, 불안/걱정, 기대감, 당황/난처, 부담/안_내킴	비장함, 아껴주는, 서러움, 슬픔, 경악, 놀람, 불안/걱정, 당황/난처, 안타까움/실망	감동/감탄, 깨달음, 놀람, 비장함, 존경	불안/걱정, 슬픔, 아껴주는	불평/불만, 깨달음, 절망, 어이없음, 안타까움/실망
293	241	나는 당신의 눈섭이 검고 귀가 갸름한 것도 보았습니다 그러나 당신의 마음을 보지 못하였습니다  당신이 사과를 따서 나를 주려고 크고 붉은 사과를 따로 쌀 때에 당신의 마음이 그 사과 속으로 들어가는 것을 분명히 보았습니다  나는 당신의 둥근 배와 잔나비 같은 허리와를 보았습니다 그러나 당신의 마음을 보지 못하였습니다  당신이 나의 사진과 어떤 여자의 사진을 같이 들고 볼 때에 당신의 마음이 두 사진의 사이에서 초록빛이 되는 것을 분명히 보았습니다  나는 당신의 발톱이 희고 발꿈치가 둥근 것도 보았습니다 그러나 당신의 마음을 보지 못하였습니다  당신이 떠나시려고 나의 큰 보석반지를 주머니에 넣으실 때에 당신의 마음이 보석반지 너머로 얼굴을 가리고 숨는 것을 분명히 보았습니다		당신의 마음	님의 침묵	한용운	안타까움/실망, 신기함/관심, 불안/걱정, 기대감, 아껴주는	안타까움/실망, 신기함/관심, 아껴주는, 흐뭇함(귀여움/예쁨), 서러움, 슬픔, 안심/신뢰, 놀람	안타까움/실망, 의심/불신, 슬픔, 깨달음	슬픔, 힘듦/지침	신기함/관심, 아껴주는, 죄책감, 불쌍함/연민
294	242	나의 노랫가락의 고저장단은 대중이 없습니다 그래서 세속의 노래 곡조와는 조금도 맞지 않습니다 그러나 나는 나의 노래가 세속 곡조에 맞지 않는 것을 조금도 애달파하지 않습니다 나의 노래는 세속의 노래와 다르지 아니하면 아니되는 까닭입니다 곡조는 노래의 결함(缺陷)을 억지로 조절(調節)하려는 것입니다 곡조는 부자연(不自然)한 노래를 사람의 망상(妄想)으로 토막쳐 놓는 것입니다 참된 노래에 곡조를 붙이는 것은 노래의 자연(自然)에 치욕(恥辱)입니다 님의 얼굴에 단장을 하는 것이 도리어 흠이 되는 것과 같이 나의 노래에 곡조를 붙이면 도리어 결점(缺點)이 됩니다		나의 노래	님의 침묵	한용운	비장함, 깨달음	당황/난처, 뿌듯함, 불평/불만, 의심/불신, 비장함, 깨달음	깨달음, 뿌듯함, 우쭐댐/무시함	슬픔, 힘듦/지침	비장함, 우쭐댐/무시함, 불안/걱정, 아껴주는
295	242	나의 노래는 사랑의 신(神)을 울립니다 나의 노래는 처녀(處女)의 청춘(靑春)을 쥐어짜서 보기도 어려운 맑은 물을 만듭니다 나의 노래는 님의 귀에 들어가서 천국(天國)의 음악(音樂)이 되고 님의 꿈에 들어가서는 눈물이 됩니다  나의 노래가 산과 들을 지나서 멀리 계신 님에게 들리는 줄을 나는 압니다 나의 노랫가락이 바르르 떨다가 소리를 어르지 못할 때에 나의 노래가 님의 눈물겨운 고요한 환상(幻想)으로 들어가서 사라지는 것을 나는 분명히 압니다 나는 나의 노래가 님에게 들리는 것을 생각할 때에 광영(光榮)에 넘치는 나의 작은 가슴은 발발발 떨면서 침묵(沈黙)의 음보(音譜)를 그립니다		나의 노래	님의 침묵	한용운	기대감, 비장함, 기쁨, 존경, 슬픔, 감동/감탄	비장함, 뿌듯함, 기쁨, 아껴주는, 슬픔, 서러움, 감동/감탄, 깨달음	감동/감탄, 깨달음, 뿌듯함, 슬픔	감동/감탄, 슬픔, 비장함	기대감, 기쁨, 아껴주는, 신기함/관심
