line_id	poem_id	text	sub_title	title	poet	annotator_01	annotator_02	annotator_03	annotator_04	annotator_05
4523	353	그리 눈물이 수르르 흘러납니다.		눈물이 쉬루르 흘러납니다	김소월	슬픔, 흐뭇함(귀여움/예쁨), 깨달음, 감동/감탄	서러움, 슬픔, 감동/감탄	부담/안_내킴, 불쌍함/연민, 서러움, 슬픔, 안타까움/실망	불안/걱정, 서러움, 슬픔, 힘듦/지침	서러움, 슬픔
4524	353	잊히지도 않는 그 사람은		눈물이 쉬루르 흘러납니다	김소월	서러움, 지긋지긋, 아껴주는, 힘듦/지침, 당황/난처, 불안/걱정, 불평/불만, 비장함, 안타까움/실망	아껴주는, 안타까움/실망, 서러움, 슬픔	불쌍함/연민, 서러움, 기대감, 안타까움/실망	당황/난처, 아껴주는, 불안/걱정, 서러움, 슬픔, 힘듦/지침	슬픔, 아껴주는
4525	353	아주나 내버린 것이 아닌데도,		눈물이 쉬루르 흘러납니다	김소월	불안/걱정, 당황/난처, 부담/안_내킴	불쌍함/연민, 신기함/관심, 아껴주는, 기대감, 안타까움/실망	불쌍함/연민, 안타까움/실망	불평/불만, 슬픔, 증오/혐오, 힘듦/지침	당황/난처
4526	353	눈물이 수르르 흘러납니다.		눈물이 쉬루르 흘러납니다	김소월	슬픔, 감동/감탄, 서러움, 깨달음, 고마움, 기쁨	슬픔, 서러움, 감동/감탄, 힘듦/지침	부담/안_내킴, 불쌍함/연민, 서러움, 슬픔, 안타까움/실망	절망, 힘듦/지침, 서러움, 슬픔	서러움, 슬픔
4527	353	가뜩이나 설운 맘이		눈물이 쉬루르 흘러납니다	김소월	서러움, 힘듦/지침, 지긋지긋, 안타까움/실망, 경악, 부담/안_내킴, 불안/걱정, 당황/난처, 불평/불만, 비장함	서러움, 슬픔, 힘듦/지침, 화남/분노, 짜증, 안타까움/실망	부담/안_내킴, 불쌍함/연민, 서러움, 안타까움/실망	놀람, 불안/걱정, 서러움, 슬픔	서러움, 불평/불만
4528	353	떠나지 못할 운(運)에 떠난 것도 같아서		눈물이 쉬루르 흘러납니다	김소월	안타까움/실망, 불안/걱정, 슬픔, 당황/난처	불안/걱정, 서러움, 슬픔, 안타까움/실망, 죄책감	안타까움/실망, 불안/걱정	슬픔, 서러움, 힘듦/지침	불안/걱정, 당황/난처
4529	353	생각하면 눈물이 쉬루르 흘러납니다.		눈물이 쉬루르 흘러납니다	김소월	슬픔, 서러움, 안타까움/실망, 힘듦/지침	슬픔, 안타까움/실망, 서러움, 힘듦/지침	슬픔, 서러움, 불쌍함/연민, 부담/안_내킴, 안타까움/실망	깨달음, 당황/난처, 서러움, 슬픔, 힘듦/지침	서러움, 슬픔, 안타까움/실망
4530	354	얼골이면 거울에 비추어도 보지만		돈과 밥과 밤과 돌	김소월	안타까움/실망, 슬픔, 서러움, 부담/안_내킴	당황/난처, 불평/불만, 서러움, 안타까움/실망, 패배/자기혐오	당황/난처, 안타까움/실망	힘듦/지침, 슬픔	흐뭇함(귀여움/예쁨)
4531	354	하로에도 몇 번씩 비추어도 보지만		돈과 밥과 밤과 돌	김소월	안타까움/실망, 불안/걱정, 당황/난처, 지긋지긋, 힘듦/지침	기대감, 불안/걱정, 서러움, 안타까움/실망	불안/걱정, 신기함/관심, 의심/불신	당황/난처, 불쌍함/연민, 불평/불만, 불안/걱정, 슬픔, 힘듦/지침	기대감, 힘듦/지침, 의심/불신, 신기함/관심
4532	354	어쩌랴		돈과 밥과 밤과 돌	김소월	안타까움/실망, 당황/난처, 부담/안_내킴, 지긋지긋, 서러움, 의심/불신, 불평/불만	불쌍함/연민, 안타까움/실망, 귀찮음, 당황/난처, 서러움, 패배/자기혐오	당황/난처, 부담/안_내킴, 안타까움/실망	슬픔, 재미없음, 절망, 힘듦/지침	귀찮음, 부담/안_내킴, 불안/걱정
4533	354	그대여		돈과 밥과 밤과 돌	김소월	아껴주는, 환영/호의, 신기함/관심, 존경	존경, 아껴주는, 환영/호의, 흐뭇함(귀여움/예쁨)	기대감, 환영/호의	비장함	아껴주는, 흐뭇함(귀여움/예쁨)
4534	354	우리들의 뜻 같은		돈과 밥과 밤과 돌	김소월	아껴주는, 환영/호의	고마움, 기쁨, 뿌듯함, 신기함/관심, 아껴주는	아껴주는, 안심/신뢰	기대감, 비장함	비장함, 기대감
4535	354	백을 산들 한번을 비출 곳이 있으랴.		돈과 밥과 밤과 돌	김소월	불안/걱정, 의심/불신, 서러움	의심/불신, 불안/걱정, 불평/불만, 서러움, 지긋지긋, 힘듦/지침	부담/안_내킴, 불평/불만, 안타까움/실망	슬픔, 안타까움/실망, 절망	비장함, 기대감
4536	354	밥먹다 죽었으면 그만일 것을 가지고		돈과 밥과 밤과 돌	김소월	한심함, 안타까움/실망, 우쭐댐/무시함, 짜증	한심함, 귀찮음, 부담/안_내킴, 증오/혐오, 지긋지긋, 짜증	부담/안_내킴, 안타까움/실망, 증오/혐오	슬픔, 안타까움/실망, 절망, 힘듦/지침, 패배/자기혐오	지긋지긋, 증오/혐오, 짜증, 역겨움/징그러움
4537	354	잠자다 죽었으면 그만일 것을 가지고		돈과 밥과 밤과 돌	김소월	불평/불만, 불쌍함/연민, 당황/난처, 우쭐댐/무시함, 한심함, 힘듦/지침, 절망, 비장함	귀찮음, 지긋지긋, 짜증, 한심함, 부담/안_내킴	안타까움/실망	불평/불만, 비장함, 안타까움/실망, 슬픔	불평/불만, 지긋지긋, 짜증, 역겨움/징그러움, 증오/혐오, 한심함
4538	354	서로가락		돈과 밥과 밤과 돌	김소월	아껴주는	아껴주는	없음	기쁨, 아껴주는, 안심/신뢰, 편안/쾌적	없음
4539	354	그렇지 어쩌면		돈과 밥과 밤과 돌	김소월	의심/불신, 기대감, 불안/걱정	기대감, 감동/감탄, 불안/걱정, 의심/불신, 신기함/관심, 즐거움/신남	기대감, 의심/불신	힘듦/지침	기대감, 불안/걱정
4540	354	우리는 쭉하면 제 몸만을 내세우랴 하느냐		돈과 밥과 밤과 돌	김소월	불평/불만, 의심/불신, 당황/난처, 깨달음, 기대감, 불쌍함/연민	부끄러움, 서러움, 슬픔, 안타까움/실망, 한심함, 패배/자기혐오, 죄책감	깨달음, 부담/안_내킴, 부끄러움, 불안/걱정, 지긋지긋, 증오/혐오	부끄러움, 불평/불만, 안타까움/실망, 한심함	한심함, 깨달음, 당황/난처
4541	354	호미 잡고 들에 나려서 곡식이나 기르자.		돈과 밥과 밤과 돌	김소월	깨달음, 안타까움/실망, 부담/안_내킴, 지긋지긋, 우쭐댐/무시함, 한심함, 패배/자기혐오, 뿌듯함	한심함, 행복, 힘듦/지침, 귀찮음, 불쌍함/연민, 불안/걱정, 서러움, 짜증	기대감, 기쁨, 뿌듯함, 즐거움/신남	비장함, 편안/쾌적	기쁨, 비장함, 뿌듯함, 힘듦/지침, 기대감, 귀찮음
4542	354	순직한 사람은 죽어 하늘 나라에 가고		돈과 밥과 밤과 돌	김소월	안타까움/실망, 불안/걱정, 불쌍함/연민, 슬픔, 존경	서러움, 슬픔, 아껴주는, 안타까움/실망, 불쌍함/연민, 존경	기대감, 비장함, 뿌듯함, 안타까움/실망	불쌍함/연민, 안타까움/실망, 슬픔, 힘듦/지침	불쌍함/연민
4543	354	모질던 사람은 죽어 지옥 간다고 하여라		돈과 밥과 밤과 돌	김소월	서러움, 죄책감, 불안/걱정, 안심/신뢰, 화남/분노	서러움, 화남/분노, 증오/혐오	안타까움/실망, 의심/불신, 증오/혐오	비장함, 화남/분노, 증오/혐오	깨달음, 공포/무서움, 안타까움/실망
4544	354	우리네 사람들아 그뿐 알아둘진댄		돈과 밥과 밤과 돌	김소월	아껴주는, 불쌍함/연민, 불안/걱정	불쌍함/연민, 불안/걱정, 아껴주는	재미없음	편안/쾌적, 재미없음, 힘듦/지침	비장함, 아껴주는, 안심/신뢰
4545	354	아무런 괴로움도 다시 없이 살 것을		돈과 밥과 밤과 돌	김소월	서러움, 기대감, 비장함, 불안/걱정, 힘듦/지침	기대감, 힘듦/지침, 서러움, 슬픔, 지긋지긋, 환영/호의	불쌍함/연민, 안타까움/실망	의심/불신, 절망, 패배/자기혐오	비장함, 기대감
4546	354	머리 수그리고 앉았던 그대는		돈과 밥과 밤과 돌	김소월	아껴주는, 불쌍함/연민, 신기함/관심	아껴주는, 신기함/관심, 불쌍함/연민	당황/난처, 부담/안_내킴, 불쌍함/연민, 안타까움/실망, 한심함	불쌍함/연민, 불안/걱정, 안타까움/실망, 슬픔	신기함/관심, 아껴주는
4547	354	다시 `돈 ! '하며 건너 산(山)을 건너다보게 되누나.		돈과 밥과 밤과 돌	김소월	깨달음, 안타까움/실망, 서러움, 불안/걱정, 불평/불만, 힘듦/지침, 지긋지긋, 한심함	깨달음, 불쌍함/연민, 안타까움/실망, 불평/불만, 서러움, 부끄러움, 한심함	힘듦/지침, 깨달음, 부담/안_내킴, 부끄러움, 불평/불만, 안타까움/실망, 지긋지긋	경악, 불안/걱정, 불평/불만, 안타까움/실망, 한심함	기대감, 부끄러움, 한심함, 지긋지긋
4548	354	등잔불 그므러지고 닭소래는 잦은데		돈과 밥과 밤과 돌	김소월	당황/난처, 불안/걱정, 서러움, 안타까움/실망, 힘듦/지침	부담/안_내킴, 불안/걱정, 서러움, 지긋지긋	불안/걱정, 부담/안_내킴	불안/걱정, 힘듦/지침, 당황/난처	신기함/관심, 편안/쾌적
4549	354	여태 자지 않고 있더냐 담짐도 하지		돈과 밥과 밤과 돌	김소월	놀람, 불쌍함/연민, 감동/감탄, 안심/신뢰, 아껴주는	놀람, 감동/감탄, 신기함/관심, 아껴주는	불안/걱정, 안타까움/실망	불쌍함/연민, 불안/걱정, 슬픔, 안타까움/실망	감동/감탄, 놀람, 신기함/관심
4550	354	그대 요밤 새면 내일날이 또 있지 않우.		돈과 밥과 밤과 돌	김소월	기대감, 아껴주는, 불쌍함/연민, 환영/호의	기대감, 아껴주는, 안심/신뢰, 환영/호의	기대감	아껴주는, 비장함, 기대감	불쌍함/연민, 불안/걱정, 기대감, 안심/신뢰
4551	354	사람아 나더러 말썽을 마소		돈과 밥과 밤과 돌	김소월	부담/안_내킴, 불평/불만, 의심/불신, 안타까움/실망	지긋지긋, 짜증, 귀찮음, 한심함, 재미없음, 어이없음, 불평/불만, 부담/안_내킴	귀찮음, 깨달음, 당황/난처, 부담/안_내킴, 불안/걱정, 불평/불만, 비장함, 슬픔, 서러움	부담/안_내킴, 불평/불만, 안타까움/실망	당황/난처, 짜증, 지긋지긋, 부담/안_내킴
4552	354	거슬러 예는 물을 거스른다고		돈과 밥과 밤과 돌	김소월	깨달음, 신기함/관심, 비장함, 놀람, 당황/난처	감동/감탄, 기대감, 놀람, 경악, 불안/걱정, 서러움, 신기함/관심, 안심/신뢰, 존경	당황/난처, 부담/안_내킴, 불안/걱정	부담/안_내킴, 불안/걱정, 불평/불만, 의심/불신, 증오/혐오	깨달음
4553	354	말하는 사람부터 어리석겠소.		돈과 밥과 밤과 돌	김소월	의심/불신, 한심함, 당황/난처	한심함, 의심/불신, 귀찮음, 지긋지긋	불평/불만, 우쭐댐/무시함, 의심/불신	부담/안_내킴, 불안/걱정, 불평/불만, 의심/불신, 안타까움/실망, 한심함	어이없음, 깨달음
4554	354	가노라 가노라 나는 가노라		돈과 밥과 밤과 돌	김소월	서러움, 슬픔, 안타까움/실망, 당황/난처	서러움, 슬픔, 즐거움/신남, 부담/안_내킴, 짜증, 패배/자기혐오, 한심함	안타까움/실망, 지긋지긋, 힘듦/지침	비장함, 슬픔, 서러움, 힘듦/지침	힘듦/지침, 패배/자기혐오, 서러움
4555	354	내 성품 끄는대로 나느 가노라		돈과 밥과 밤과 돌	김소월	비장함, 깨달음, 환영/호의	기대감, 불안/걱정, 비장함, 뿌듯함, 즐거움/신남	부담/안_내킴, 우쭐댐/무시함	비장함, 힘듦/지침, 재미없음	비장함, 안심/신뢰
4556	354	열 두 길 물이라도 나는 가노라.		돈과 밥과 밤과 돌	김소월	비장함, 기대감	비장함, 안심/신뢰, 서러움, 슬픔	비장함	비장함, 행복, 슬픔	비장함
4557	354	달래어 아니 듣는 어린즉 맘이		돈과 밥과 밤과 돌	김소월	불쌍함/연민, 슬픔, 아껴주는, 신기함/관심	당황/난처, 불쌍함/연민, 불안/걱정, 서러움, 아껴주는, 안타까움/실망	불쌍함/연민, 안타까움/실망	부담/안_내킴, 당황/난처, 불안/걱정	흐뭇함(귀여움/예쁨), 당황/난처, 지긋지긋, 짜증
4558	354	일러서 아니 듣는 오늘날 맘이		돈과 밥과 밤과 돌	김소월	안타까움/실망, 당황/난처, 불안/걱정	서러움, 안타까움/실망, 슬픔, 의심/불신, 불쌍함/연민, 지긋지긋, 한심함	부담/안_내킴, 짜증	기대감, 비장함	당황/난처, 부담/안_내킴
4559	354	장본이 되는 줄을 몰랐더니.		돈과 밥과 밤과 돌	김소월	당황/난처, 안타까움/실망, 불안/걱정, 놀람	당황/난처, 불안/걱정, 놀람, 부담/안_내킴	당황/난처, 안타까움/실망	슬픔, 깨달음, 당황/난처, 부끄러움	당황/난처
4560	354	아니면 아니라고		돈과 밥과 밤과 돌	김소월	불평/불만, 불안/걱정, 당황/난처, 짜증	불평/불만, 안타까움/실망, 어이없음, 의심/불신, 지긋지긋, 짜증, 한심함	지긋지긋, 짜증	부끄러움, 부담/안_내킴, 불안/걱정, 불평/불만, 화남/분노	한심함, 불평/불만
4561	354	소라도 움마하고 울지 않소.		돈과 밥과 밤과 돌	김소월	서러움, 슬픔, 불쌍함/연민, 아껴주는, 힘듦/지침, 안타까움/실망	불쌍함/연민, 서러움, 슬픔, 아껴주는	신기함/관심	절망, 슬픔, 힘듦/지침	깨달음, 흐뭇함(귀여움/예쁨)
4562	354	기면 기라고라도		돈과 밥과 밤과 돌	김소월	안타까움/실망, 서러움, 힘듦/지침, 지긋지긋, 불평/불만, 불안/걱정, 당황/난처, 부담/안_내킴, 의심/불신	당황/난처, 짜증, 서러움, 불평/불만, 안타까움/실망, 어이없음, 지긋지긋, 한심함, 의심/불신	지긋지긋, 짜증	불안/걱정, 비장함, 슬픔, 패배/자기혐오	부담/안_내킴, 비장함
4563	354	말을 하오		돈과 밥과 밤과 돌	김소월	비장함, 깨달음, 당황/난처	없음	어이없음, 짜증, 재미없음	슬픔, 불안/걱정	기대감, 불안/걱정
4564	354	저울추는 한 곳에 놓인다오.		돈과 밥과 밤과 돌	김소월	깨달음, 비장함, 환영/호의	깨달음, 없음	깨달음	깨달음, 비장함	깨달음
4565	354	기라고 한대서 기뻐 뛰고		돈과 밥과 밤과 돌	김소월	기쁨, 즐거움/신남, 놀람, 환영/호의	기쁨, 즐거움/신남, 기대감, 아껴주는, 흐뭇함(귀여움/예쁨), 환영/호의	기대감, 기쁨, 즐거움/신남	기쁨, 즐거움/신남, 행복	기쁨, 즐거움/신남
4566	354	아니라고 한대서 눈물 흘리고		돈과 밥과 밤과 돌	김소월	슬픔, 서러움	서러움, 슬픔, 당황/난처, 안타까움/실망, 화남/분노	부담/안_내킴, 불쌍함/연민, 서러움, 안타까움/실망	불쌍함/연민, 불안/걱정, 슬픔, 절망	안타까움/실망, 서러움, 슬픔
4567	354	단념하고 돌아설 내가 아니오.		돈과 밥과 밤과 돌	김소월	비장함, 서러움	비장함, 뿌듯함, 우쭐댐/무시함, 안심/신뢰, 서러움	비장함, 뿌듯함	비장함	비장함, 우쭐댐/무시함
4568	354	금전 반짝		돈과 밥과 밤과 돌	김소월	기대감, 신기함/관심, 뿌듯함	감동/감탄, 기대감, 신기함/관심, 즐거움/신남	깨달음, 기쁨, 신기함/관심	신기함/관심, 기쁨, 기대감, 감동/감탄	놀람
4569	354	은전 반짝		돈과 밥과 밤과 돌	김소월	감동/감탄, 신기함/관심, 기대감, 놀람	신기함/관심, 흐뭇함(귀여움/예쁨), 기대감, 즐거움/신남, 뿌듯함, 서러움	기대감, 기쁨, 신기함/관심	감동/감탄, 비장함, 즐거움/신남, 환영/호의	감동/감탄, 신기함/관심
4570	354	금전과 은전이 반짝반짝.		돈과 밥과 밤과 돌	김소월	신기함/관심, 뿌듯함, 기쁨, 즐거움/신남	흐뭇함(귀여움/예쁨), 환영/호의, 기쁨, 즐거움/신남	기대감, 기쁨, 신기함/관심	감동/감탄, 기쁨, 신기함/관심, 아껴주는, 흐뭇함(귀여움/예쁨), 행복	감동/감탄, 신기함/관심
4571	354	그런 말 마오.		돈과 밥과 밤과 돌	김소월	당황/난처, 부담/안_내킴, 불안/걱정, 안타까움/실망, 힘듦/지침, 지긋지긋, 짜증	서러움, 슬픔, 당황/난처, 부담/안_내킴, 불안/걱정, 불평/불만, 안타까움/실망, 아껴주는, 지긋지긋, 죄책감	부담/안_내킴	비장함, 절망, 의심/불신	서러움, 불안/걱정, 아껴주는
4572	354	넘어가요		돈과 밥과 밤과 돌	김소월	환영/호의, 신기함/관심, 기대감, 없음	귀찮음, 불평/불만, 어이없음, 재미없음, 지긋지긋, 힘듦/지침	기대감, 신기함/관심	감동/감탄, 기대감, 아껴주는, 안심/신뢰	기대감
4573	354	넘어를 가요		돈과 밥과 밤과 돌	김소월	기대감, 즐거움/신남, 환영/호의, 편안/쾌적	힘듦/지침, 기대감, 불안/걱정, 서러움	없음	행복, 편안/쾌적, 신기함/관심, 아껴주는, 기대감	한심함, 불안/걱정
4574	354	두 손길 마주잡고 넘어나 가세.		돈과 밥과 밤과 돌	김소월	기대감, 아껴주는, 환영/호의	기대감, 힘듦/지침, 고마움, 비장함, 부담/안_내킴, 즐거움/신남	안심/신뢰, 아껴주는	기대감, 기쁨, 비장함, 즐거움/신남	기대감, 비장함, 아껴주는, 안심/신뢰
4575	354	여보오		돈과 밥과 밤과 돌	김소월	신기함/관심, 기대감	신기함/관심, 부담/안_내킴, 기대감, 불안/걱정, 불평/불만	없음	기쁨, 기대감, 아껴주는, 안심/신뢰, 행복	아껴주는, 흐뭇함(귀여움/예쁨), 행복, 편안/쾌적
4576	354	서방님		돈과 밥과 밤과 돌	김소월	기대감, 없음, 아껴주는	아껴주는, 환영/호의	기대감, 기쁨, 아껴주는, 환영/호의	아껴주는, 슬픔, 불쌍함/연민, 비장함	기대감, 기쁨, 행복, 편안/쾌적
4577	354	저기를 보오.		돈과 밥과 밤과 돌	김소월	기대감, 신기함/관심	놀람, 신기함/관심	놀람, 신기함/관심	놀람, 당황/난처, 불안/걱정, 안타까움/실망, 힘듦/지침	신기함/관심
4578	354	엊저녁 넘던 산(山)마루에		돈과 밥과 밤과 돌	김소월	신기함/관심, 없음	신기함/관심, 기대감	슬픔, 불안/걱정, 없음	힘듦/지침, 슬픔, 안타까움/실망	힘듦/지침, 신기함/관심
4579	354	꽃이 꽃이		돈과 밥과 밤과 돌	김소월	아껴주는, 감동/감탄, 흐뭇함(귀여움/예쁨)	흐뭇함(귀여움/예쁨), 환영/호의, 아껴주는, 기쁨, 기대감, 행복, 즐거움/신남	기대감, 기쁨, 신기함/관심	감동/감탄, 슬픔, 아껴주는, 흐뭇함(귀여움/예쁨)	흐뭇함(귀여움/예쁨), 신기함/관심
4580	354	피었구료.		돈과 밥과 밤과 돌	김소월	고마움, 깨달음, 환영/호의, 기대감, 즐거움/신남	고마움, 기쁨, 아껴주는, 신기함/관심, 행복	기대감, 기쁨, 신기함/관심	감동/감탄, 기쁨, 편안/쾌적, 즐거움/신남	감동/감탄, 신기함/관심, 환영/호의, 흐뭇함(귀여움/예쁨)
4581	354	삼년(三年)을 살아도		돈과 밥과 밤과 돌	김소월	비장함, 불안/걱정, 깨달음, 서러움, 힘듦/지침	한심함, 지긋지긋, 짜증, 재미없음, 안타까움/실망, 서러움, 불평/불만	없음	당황/난처, 부담/안_내킴, 슬픔, 힘듦/지침	재미없음
4582	354	몇 삼년(三年)을		돈과 밥과 밤과 돌	김소월	기대감, 지긋지긋, 안타까움/실망, 없음	지긋지긋, 기대감, 부담/안_내킴, 불평/불만, 불안/걱정, 서러움, 짜증	없음	힘듦/지침, 기대감, 재미없음	기대감
4583	354	잊지를 말라는 꽃이라오.		돈과 밥과 밤과 돌	김소월	아껴주는, 슬픔, 서러움, 안타까움/실망	아껴주는, 서러움, 슬픔, 기대감, 불안/걱정, 환영/호의	불쌍함/연민, 서러움, 안타까움/실망, 아껴주는	힘듦/지침, 슬픔, 불쌍함/연민, 불안/걱정, 서러움	비장함, 안심/신뢰, 아껴주는, 기대감
4584	354	그러나 세상은		돈과 밥과 밤과 돌	김소월	비장함, 깨달음, 기대감	의심/불신, 힘듦/지침, 지긋지긋, 안타까움/실망, 슬픔	부담/안_내킴, 안타까움/실망	당황/난처, 불안/걱정, 의심/불신, 힘듦/지침	안타까움/실망, 어이없음, 깨달음, 지긋지긋, 의심/불신
4585	354	내 집 길도		돈과 밥과 밤과 돌	김소월	없음, 불안/걱정	불안/걱정, 서러움, 슬픔	신기함/관심, 기대감	힘듦/지침	편안/쾌적
4586	354	한길이 아니고 열 갈래라.		돈과 밥과 밤과 돌	김소월	놀람, 당황/난처, 불안/걱정	힘듦/지침, 부담/안_내킴, 경악, 놀람, 당황/난처	놀람, 당황/난처, 부담/안_내킴	불안/걱정, 당황/난처, 부담/안_내킴, 의심/불신	깨달음, 놀람, 당황/난처
4587	354	여보오 서방님 이 세상에		돈과 밥과 밤과 돌	김소월	아껴주는, 불안/걱정, 안타까움/실망, 놀람	아껴주는, 놀람, 안타까움/실망	기대감, 아껴주는, 존경	기대감, 불안/걱정, 신기함/관심	편안/쾌적, 흐뭇함(귀여움/예쁨)
4588	354	나왔다가 금전은 내 못 써도		돈과 밥과 밤과 돌	김소월	안타까움/실망, 불안/걱정, 서러움, 죄책감, 패배/자기혐오	서러움, 비장함, 안타까움/실망, 지긋지긋	부담/안_내킴, 불평/불만, 안타까움/실망	불안/걱정, 슬픔, 힘듦/지침	당황/난처, 부끄러움, 불안/걱정, 비장함
4589	354	당신 위해 천냥(千兩)은 쓰오리다.		돈과 밥과 밤과 돌	김소월	아껴주는, 비장함, 뿌듯함, 환영/호의	고마움, 기쁨, 환영/호의, 아껴주는, 불쌍함/연민, 기대감, 뿌듯함	기대감, 기쁨, 비장함, 환영/호의, 흐뭇함(귀여움/예쁨)	뿌듯함, 불안/걱정, 슬픔	비장함, 아껴주는
4590	355	요 닷돈을 누를 줄꼬? 요 마음.		돈타령	김소월	불안/걱정, 기대감, 당황/난처, 아껴주는	당황/난처, 기대감, 뿌듯함, 즐거움/신남	기대감, 기쁨, 즐거움/신남	재미없음, 귀찮음, 부담/안_내킴, 슬픔	아껴주는, 행복, 기쁨, 뿌듯함, 즐거움/신남, 기대감
4591	355	닷돈 가지고 갑사(甲紗)댕기 못 끊갔네		돈타령	김소월	안타까움/실망, 불평/불만, 부담/안_내킴	지긋지긋, 불쌍함/연민, 부담/안_내킴, 안타까움/실망, 불안/걱정, 서러움	당황/난처, 부담/안_내킴, 안타까움/실망	슬픔, 절망, 패배/자기혐오	어이없음, 안타까움/실망, 짜증
4592	355	은가락지는 못 사겠네 아하!		돈타령	김소월	안타까움/실망, 슬픔, 깨달음, 놀람, 불쌍함/연민, 불평/불만, 패배/자기혐오, 죄책감, 힘듦/지침	서러움, 슬픔, 불평/불만, 즐거움/신남, 안타까움/실망, 패배/자기혐오, 한심함, 깨달음, 부끄러움, 죄책감	놀람, 당황/난처, 안타까움/실망	깨달음, 슬픔, 안타까움/실망, 절망	깨달음, 당황/난처
4593	355	마코를 열 개 사다가 불을 옇자 요 마음.		돈타령	김소월	기대감, 서러움, 죄책감, 힘듦/지침, 불안/걱정, 패배/자기혐오	기대감, 즐거움/신남, 깨달음, 서러움, 안타까움/실망, 패배/자기혐오	신기함/관심, 아껴주는	불안/걱정, 불평/불만, 절망, 힘듦/지침, 서러움, 슬픔	비장함, 깨달음, 기대감
4594	355	되려니 하니 생각		돈타령	김소월	불안/걱정, 의심/불신, 지긋지긋	힘듦/지침, 불안/걱정, 없음	깨달음	불안/걱정, 부담/안_내킴, 힘듦/지침	깨달음
4595	355	만주(滿洲) 갈까? 광산(鑛山)엘 갈까?		돈타령	김소월	불안/걱정, 기대감	기대감, 불안/걱정, 신기함/관심	기대감, 불안/걱정, 의심/불신	절망, 힘듦/지침, 기대감	기대감
4596	355	되갔나 안 되갔나 어제도 오늘도		돈타령	김소월	의심/불신, 불안/걱정, 당황/난처, 힘듦/지침, 지긋지긋	부담/안_내킴, 불안/걱정, 불평/불만, 서러움, 안타까움/실망, 의심/불신, 지긋지긋, 한심함, 힘듦/지침	안타까움/실망, 불안/걱정	절망, 힘듦/지침, 안타까움/실망, 불평/불만, 의심/불신, 불안/걱정	의심/불신, 힘듦/지침
4597	355	이러저러 하면 이리저리 되려니 하는 생각.		돈타령	김소월	불안/걱정, 귀찮음, 한심함, 지긋지긋, 의심/불신, 당황/난처, 부담/안_내킴	기대감, 불안/걱정, 즐거움/신남	어이없음, 재미없음, 한심함, 부담/안_내킴	비장함, 지긋지긋, 불안/걱정, 힘듦/지침	깨달음, 안심/신뢰
4598	355	있을 때에는 몰랐더니		돈타령	김소월	안타까움/실망, 죄책감, 깨달음, 불평/불만, 불안/걱정	깨달음, 당황/난처, 서러움, 슬픔, 어이없음, 안타까움/실망, 불평/불만, 패배/자기혐오, 한심함, 죄책감	놀람, 당황/난처, 불쌍함/연민, 안타까움/실망	당황/난처, 불안/걱정, 슬픔, 절망, 힘듦/지침	깨달음, 죄책감, 안타까움/실망, 한심함
4599	355	없어지니까 네로구나.		돈타령	김소월	안타까움/실망, 깨달음, 서러움	한심함, 화남/분노, 지긋지긋, 짜증, 귀찮음, 안타까움/실망	놀람, 당황/난처, 부담/안_내킴	깨달음, 비장함, 슬픔, 부담/안_내킴	깨달음, 서러움
4600	355	몸에 값진 것 하나도 없네		돈타령	김소월	서러움, 슬픔, 한심함, 패배/자기혐오, 깨달음	한심함, 패배/자기혐오, 짜증, 불평/불만, 불쌍함/연민	불쌍함/연민, 안타까움/실망, 우쭐댐/무시함	패배/자기혐오, 힘듦/지침, 절망, 어이없음, 재미없음	당황/난처, 불안/걱정, 패배/자기혐오, 한심함
4601	355	내 남은 밑천이 본심(本心)이라.		돈타령	김소월	부끄러움, 부담/안_내킴, 깨달음, 죄책감, 안타까움/실망, 불안/걱정	부끄러움, 깨달음, 서러움, 패배/자기혐오, 한심함	아껴주는	슬픔, 패배/자기혐오, 부끄러움, 힘듦/지침	깨달음, 힘듦/지침, 패배/자기혐오
4602	355	있던 것이 병발이라		돈타령	김소월	불안/걱정, 부담/안_내킴	안타까움/실망, 서러움, 불쌍함/연민, 불안/걱정	부담/안_내킴, 안타까움/실망	경악, 당황/난처, 안타까움/실망, 슬픔	당황/난처, 깨달음, 놀람
4603	355	없드니편만 못 하니라		돈타령	김소월	안타까움/실망, 한심함	화남/분노, 힘듦/지침, 귀찮음, 안타까움/실망, 어이없음, 서러움, 짜증, 지긋지긋, 한심함	부담/안_내킴, 안타까움/실망	안타까움/실망, 어이없음, 한심함	불평/불만, 안타까움/실망, 어이없음, 의심/불신
4604	355	청춘(靑春) 아울러 가지고 갔네.		돈타령	김소월	아껴주는, 흐뭇함(귀여움/예쁨), 깨달음	불쌍함/연민, 안타까움/실망, 서러움	기대감, 아껴주는	감동/감탄, 기대감, 기쁨, 즐거움/신남	어이없음, 힘듦/지침, 절망
4605	355	술고기만 먹으랴고		돈타령	김소월	지긋지긋, 부담/안_내킴, 당황/난처, 불평/불만, 짜증, 힘듦/지침	지긋지긋, 서러움, 어이없음, 한심함, 불평/불만, 안타까움/실망, 우쭐댐/무시함, 부담/안_내킴	놀람, 당황/난처, 부담/안_내킴	불평/불만, 짜증, 한심함	비장함, 기대감, 고마움
